epoch,train_loss,val_loss,val_bal_acc,lr
1,0.1700649286309878,0.1790318489074707,0.0,0.0
2,0.17385496199131012,0.1759573295712471,0.375,0.0006413526055732688
3,0.19620301326115927,0.20075301826000214,0.625,0.0020231049075626548
4,0.23077667007843652,0.17852680385112762,0.375,0.005
5,0.15374392022689184,0.22433947026729584,0.625,0.005
6,0.1882289449373881,0.1801661029458046,0.375,0.005
7,0.1438150480389595,0.23025668412446976,0.625,0.005
8,0.1582875351111094,0.21540911495685577,0.625,0.005
9,0.1543926720817884,0.18618988990783691,0.375,0.005
10,0.14449039722482362,0.22430958598852158,0.625,0.005
11,0.14970389381051064,0.22686487436294556,0.5,0.005
12,0.13507514571150145,0.22099397331476212,0.5,0.0025
13,0.1437265450755755,0.22754189372062683,0.5,0.0025
14,0.12498170882463455,0.26722336560487747,0.5,0.0025
15,0.1338820531964302,0.29075635969638824,0.5,0.0025
16,0.13665611296892166,0.25193820148706436,0.5,0.0025
17,0.1262051984667778,0.31151434034109116,0.5,0.0025
18,0.12125663459300995,0.3215631730854511,0.5,0.00125
19,0.11318265149990718,0.2924763709306717,0.5,0.00125
20,0.1222963494559129,0.31640322133898735,0.5,0.00125
