epoch,train_loss,val_loss,val_bal_acc,lr
1,0.18939773738384247,0.1661815643310547,0.5,0.0
2,0.1852676992615064,0.20348940789699554,0.5,0.0006413526055732688
3,0.16775117566188177,0.2102229781448841,0.4,0.0020231049075626548
4,0.1677791407952706,0.3606597110629082,0.3,0.005
5,0.15669984370470047,0.30552416294813156,0.2,0.005
6,0.13196139161785445,0.41266611963510513,0.4,0.005
7,0.11936827873190244,0.38807767629623413,0.2,0.005
8,0.09971782006323338,0.8392465952783823,0.4,0.005
9,0.16615735708425441,0.5439315736293793,0.2,0.005
10,0.15428329383333525,0.6183303669095039,0.4,0.005
11,0.10577748157083988,0.4884737879037857,0.2,0.005
12,0.10115202826758225,0.4815329387784004,0.2,0.005
13,0.09807860385626554,0.5027026236057281,0.2,0.0025
14,0.07651089256008466,0.7130793891847134,0.4,0.0025
15,0.07400049703816573,0.5788426995277405,0.2,0.0025
16,0.10079050902277231,0.6743861436843872,0.3,0.0025
