epoch,train_loss,val_loss,val_bal_acc,lr
1,0.20968162144223848,0.16958332434296608,0.5,0.0
2,0.18589692562818527,0.21983353793621063,0.5,0.0006413526055732688
3,0.16538612296183905,0.25167781859636307,0.3666666666666667,0.0020231049075626548
4,0.20460657589137554,0.36793991178274155,0.3666666666666667,0.005
5,0.14762472858031592,0.4191688597202301,0.3666666666666667,0.005
6,0.17387081931034723,0.3254694268107414,0.3666666666666667,0.005
7,0.10438986805578072,0.31397809088230133,0.3666666666666667,0.005
8,0.1127643312017123,0.31822410225868225,0.3666666666666667,0.005
9,0.12183596566319466,0.35339147597551346,0.3666666666666667,0.005
10,0.11078103817999363,0.3923393487930298,0.3666666666666667,0.005
11,0.10990731914838155,0.40563204139471054,0.3666666666666667,0.0025
12,0.10283020200828712,0.41739632934331894,0.3666666666666667,0.0025
13,0.10625072009861469,0.4276537150144577,0.3666666666666667,0.0025
14,0.10034656959275405,0.4087694436311722,0.3666666666666667,0.0025
15,0.09704950203498204,0.4111335203051567,0.3666666666666667,0.0025
16,0.0923784834643205,0.3975541964173317,0.3666666666666667,0.0025
