epoch,train_loss,val_loss,val_bal_acc,lr
1,1302.2727559407551,915.272705078125,0.5,0.0
2,786.3356898625692,2942.7692260742188,0.5,0.0006413526055732688
3,808.4860191345215,1051.6363525390625,0.5,0.0020231049075626548
4,1572.709851582845,684.9231109619141,0.5,0.005
5,131.62613266548775,9.234375,0.8,0.005
6,881.8155681689581,146.14379787445068,0.6,0.005
7,506.1107014815013,30.87302827835083,0.6333333333333333,0.005
8,130.0343246112267,90.06898498535156,0.5,0.005
9,756.462542851766,0.0,1.0,0.005
10,714.8910748163859,68.13068389892578,0.5,0.005
11,404.270649433136,35.74038319409958,0.7,0.005
12,3786.9137013753257,150.2001178264618,0.6,0.005
13,1218.4811731179554,249.995201587677,0.5,0.005
14,6244.014633178711,325.1893209218979,0.5,0.005
15,4531.427562395732,134.68628013134003,0.5,0.005
16,231.16347122447382,39.11538697859622,0.7,0.0025
17,337.7209091981252,17.28047025203705,0.5333333333333333,0.0025
18,444.6100838521641,0.08098480850458145,0.9,0.0025
19,1531.3232901295025,4.355877769590677e-08,1.0,0.0025
20,475.09834547837573,27.477006435394287,0.5333333333333333,0.0025
21,67.98775735745828,2.8837726712226868,0.6333333333333333,0.0025
22,33.250819643338524,12.134966839570552,0.7,0.00125
23,42.4564905166626,10.070457220077515,0.5333333333333333,0.00125
24,503.4587450226148,0.0009058367577381432,1.0,0.00125
25,1003.5050622622172,1.8110735416504447,0.8333333333333333,0.00125
26,80.84442512892808,50.725334255569116,0.5666666666666667,0.00125
27,69.5149458935157,23.614047288894653,0.3666666666666667,0.00125
28,66.45654579003651,15.363877534866333,0.3666666666666667,0.000625
29,66.8806296044883,6.3959327936172485,0.6,0.000625
30,59.665635809335605,3.2062684297561646,0.6,0.000625
31,87.84107430775992,4.286428235471249,0.4,0.000625
32,89.53280345598857,15.49211237156669,0.5,0.000625
33,105.10289943218231,7.532850627612788,0.5,0.000625
34,92.91678116718928,9.608000967147746,0.5,0.0003125
