epoch,train_loss,val_loss,val_bal_acc,lr
1,0.626181921498342,0.23644409701228142,0.5,0.0
2,0.9840537621216341,0.2723186518996954,0.5625,0.0006413526055732688
3,0.5984522283754565,0.21921803429722786,0.5625,0.0020231049075626548
4,0.5767917954786257,0.22819463908672333,0.5625,0.005
5,0.25791249017823825,0.18399912863969803,0.5625,0.005
6,0.23734646358273245,0.15331881865859032,0.625,0.005
7,0.1573831777681004,0.15957539901137352,0.5625,0.005
8,0.1650042493234981,0.15473705902695656,0.5625,0.005
9,0.16237657991322604,0.15629569068551064,0.5625,0.005
10,0.16037816181778908,0.156182661652565,0.5625,0.005
11,0.19336641105738553,0.15351860597729683,0.5625,0.005
12,0.161178397861394,0.16426440328359604,0.5,0.005
13,0.16916957226666537,0.1650737300515175,0.5,0.0025
14,0.1663484830747951,0.16305716708302498,0.5625,0.0025
15,0.15678198364647952,0.15423334017395973,0.5625,0.0025
16,0.14914297447963196,0.1532113291323185,0.5625,0.0025
17,0.14353889430111105,0.15218422189354897,0.625,0.0025
18,0.13815277780998836,0.15336066111922264,0.5625,0.0025
19,0.1392659456892447,0.1534920446574688,0.5625,0.00125
20,0.14149355278773743,0.15258991345763206,0.5625,0.00125
21,0.14648270945657382,0.15388952568173409,0.5625,0.00125
