epoch,train_loss,val_loss,val_bal_acc,lr
1,0.5980882222453753,0.8159828558564186,0.4375,0.0
2,0.6145146290461222,0.6033706180751324,0.5625,0.0006413526055732688
3,1.0244367842872937,0.20993826538324356,0.5625,0.0020231049075626548
4,1.1332837839921315,0.2677410989999771,0.5,0.005
5,0.1739107376585404,0.28148429468274117,0.5,0.005
6,0.21084136267503104,0.14228720776736736,0.6875,0.005
7,0.15358401105428734,0.14216394536197186,0.75,0.005
8,0.17373817848662534,0.1589302495121956,0.625,0.005
9,0.1845997062822183,0.1623029112815857,0.6875,0.005
10,0.16155174685021242,0.16550497710704803,0.625,0.005
11,0.1636242332557837,0.1484055407345295,0.75,0.005
12,0.16467267150680223,0.17012259364128113,0.625,0.005
13,0.1604212448000908,0.1500517912209034,0.625,0.005
14,0.16416349882880846,0.1520289070904255,0.5,0.0025
15,0.1532725648333629,0.15870146453380585,0.5,0.0025
16,0.15549213687578836,0.15447554364800453,0.4375,0.0025
17,0.15070555731654167,0.15710553526878357,0.5,0.0025
18,0.15356604506572089,0.15430695191025734,0.625,0.0025
19,0.16007144376635551,0.151813343167305,0.625,0.0025
20,0.15732604389389357,0.1525699608027935,0.625,0.00125
21,0.14234841987490654,0.1538398340344429,0.625,0.00125
22,0.14762769639492035,0.15267135947942734,0.625,0.00125
23,0.1429075679431359,0.15458402782678604,0.625,0.00125
