epoch,train_loss,val_loss,val_bal_acc,lr
1,0.5583834461867809,0.6070536524057388,0.5,0.0
2,1.1360463706893247,0.5433014240115881,0.5625,0.0006413526055732688
3,1.1476849534294822,0.21167544275522232,0.625,0.0020231049075626548
4,0.2250370473008264,0.3137049302458763,0.5625,0.005
5,0.16929222711107947,0.1458367444574833,0.5625,0.005
6,0.16706577756188132,0.21871977299451828,0.5625,0.005
7,0.16753643615679306,0.1582049448043108,0.5,0.005
8,0.14741114391521973,0.1736164093017578,0.5625,0.005
9,0.20596977729688992,0.17520226165652275,0.5,0.005
10,0.15222248875282027,0.15287776105105877,0.5,0.005
11,0.1350938298485496,0.1647919900715351,0.5625,0.0025
12,0.12917613305828787,0.21775270625948906,0.4375,0.0025
13,0.16038529710336166,0.17019067332148552,0.5625,0.0025
14,0.11643361367962578,0.17004751041531563,0.5,0.0025
15,0.11361466246572408,0.17077696695923805,0.4375,0.0025
16,0.12478338893164288,0.17411166056990623,0.625,0.0025
17,0.143333578820933,0.26855509355664253,0.5625,0.0025
18,0.1359061063690619,0.16686078906059265,0.6875,0.0025
19,0.10493905910036781,0.18254883959889412,0.5,0.0025
20,0.11304555359211835,0.18233805894851685,0.5,0.0025
21,0.1078550944274122,0.1857732255011797,0.6875,0.0025
22,0.09292097288099202,0.20566443353891373,0.5625,0.0025
23,0.10588226399638435,0.20080440863966942,0.5625,0.0025
24,0.09990912472659891,0.2273467257618904,0.5,0.0025
25,0.10558007115667517,0.2636783644556999,0.625,0.00125
26,0.12447308444164017,0.16474677249789238,0.625,0.00125
27,0.11451302671974356,0.17598426342010498,0.625,0.00125
28,0.09288217118856582,0.19238463044166565,0.5625,0.00125
29,0.09644881432706659,0.21547124907374382,0.5,0.00125
30,0.10057943432845852,0.2216474637389183,0.5,0.00125
31,0.08206917946650223,0.22757888585329056,0.5625,0.000625
32,0.08276024951853535,0.23215603828430176,0.5,0.000625
33,0.0767941651019183,0.2541770525276661,0.5,0.000625
