epoch,train_loss,val_loss,val_bal_acc,lr
1,0.23722595048861372,0.18948915290335813,0.5208333333333334,0.0
2,0.3461302451372224,0.5824094487664601,0.5,0.0006413526055732688
3,0.2803896016234325,0.26179814781062305,0.5,0.0020231049075626548
4,0.2012522022964226,0.2988854635041207,0.39583333333333337,0.005
5,0.2812521869264957,0.17360562520722547,0.5,0.005
6,0.1743805380538106,0.17330528454234204,0.4236111111111111,0.005
7,0.1736975313267774,0.17334479869653782,0.5,0.005
8,0.17375240485287374,0.17328832671046257,0.5,0.005
9,0.1733831280014581,0.17329969412336746,0.5,0.005
10,0.17381849471065733,0.17329150283088288,0.5,0.005
11,0.19380712188366386,0.17337750239918628,0.5,0.005
12,0.17356163490977553,0.17329479971279702,0.5,0.0025
13,0.17345314907530943,0.17327642068266869,0.5,0.0025
14,0.1735537326377299,0.17315092155088982,0.5,0.0025
15,0.17408504109415743,0.17329802022626004,0.5,0.0025
16,0.17356477046592367,0.17328983514259258,0.5,0.0025
