epoch,train_loss,val_win_bal_acc,val_bal_acc,lr
1,0.17101720309257507,0.48428512127142265,0.5458333333333334,3.3333333333333333e-06
2,0.1605753401219845,0.5377305343058767,0.6083333333333334,6.666666666666667e-06
3,0.13966407918930054,0.5903259601889739,0.6458333333333334,1e-05
4,0.09238138173148036,0.5657109252999664,0.5833333333333334,9.988834393115768e-06
5,0.07052167463675141,0.6140613572120421,0.7041666666666666,9.955387440773902e-06
6,0.061672067051753404,0.6506602225780308,0.7666666666666666,9.899808525182935e-06
7,0.052570904604159294,0.6575688390756884,0.7416666666666667,9.822345875271884e-06
8,0.04679773438023403,0.6871651940145092,0.8083333333333333,9.723345458039595e-06
9,0.04070511068357155,0.683814663266718,0.8083333333333333,9.603249433382145e-06
10,0.03643136610672809,0.6577072090770721,0.7291666666666666,9.462594179299408e-06
11,0.03387695862306282,0.7065320524224634,0.8083333333333333,9.302007896300697e-06
12,0.029831865680753255,0.7224149518670067,0.8416666666666667,9.122207801708802e-06
13,0.02714851289474609,0.6493506493506493,0.7291666666666666,8.923996926393306e-06
14,0.024302650112978882,0.6986449623435924,0.775,8.708260528239788e-06
15,0.02254388384601043,0.6930706280021348,0.8083333333333333,8.475962138373212e-06
16,0.020283629979690885,0.6475172468323154,0.6958333333333333,8.228139257794012e-06
17,0.017401576944783302,0.6482683982683983,0.7291666666666666,7.965898723646777e-06
18,0.016856270423133538,0.7183676293265334,0.8083333333333333,7.690411765816864e-06
19,0.014551300013445144,0.6832858921900018,0.775,7.402908775933419e-06
20,0.012415741007556562,0.6925813912115282,0.775,7.104673812141676e-06
21,0.01072313775929291,0.6577615687204729,0.7083333333333333,6.797038864187564e-06
22,0.009231367180976406,0.6669730573840162,0.7416666666666667,6.481377904428171e-06
23,0.007893994625986053,0.6604499001759276,0.7625,6.1591007513376425e-06
24,0.006504856518579857,0.6675265373895511,0.7416666666666667,5.831646772915651e-06
25,0.006027657010970969,0.6846251161319654,0.775,5.500478458120493e-06
26,0.004441574139851502,0.6829893850441795,0.775,5.1670748850383734e-06
27,0.004203313443467762,0.6686730316867303,0.775,4.832925114961629e-06
