epoch,train_loss,val_win_bal_acc,val_bal_acc,lr
1,0.6818611959093496,0.5596196721311475,0.5,0.0004999691581204152
2,0.5993313820738542,0.7388459016393443,0.9545454545454546,0.0004998766400914329
3,0.5377654986161935,0.6984590163934425,0.8636363636363636,0.0004997224687404926
4,0.5517568639234492,0.7052590163934427,0.8181818181818181,0.0004995066821070679
5,0.4622223016462828,0.7136065573770491,0.6818181818181819,0.000499229333433282
6,0.4023633340471669,0.6562688524590163,0.7727272727272727,0.00049889049115077
7,0.3646522187872937,0.6604655737704919,0.8181818181818181,0.0004984902388637949
8,0.35898832388614355,0.6480655737704918,0.7727272727272727,0.0004980286753286195
9,0.32939382466046435,0.6864590163934426,0.8636363636363636,0.0004975059144291394
10,0.3183606647347149,0.6398557377049181,0.7727272727272727,0.0004969220851487844
11,0.32515825978235197,0.4931475409836066,0.45454545454545453,0.0004962773315386935
12,0.2996181692732008,0.7396459016393442,0.8636363636363636,0.0004955718126821722
13,0.3320839556032105,0.6036983606557378,0.8636363636363636,0.0004948057026554415
14,0.2731879457439247,0.5187213114754099,0.36363636363636365,0.0004939791904846869
15,0.2667436974221154,0.6888655737704918,0.8636363636363636,0.0004930924800994192
16,0.27106408872886706,0.6280983606557378,0.9545454545454546,0.0004921457902821578
17,0.28024131765491084,0.49436721311475407,0.45454545454545453,0.0004911393546144495
18,0.28391100250576673,0.6548852459016393,0.8636363636363636,0.0004900734214192358
19,0.2507688840361018,0.5948983606557376,0.8181818181818181,0.0004889482536995825
