epoch,train_loss,val_win_bal_acc,val_bal_acc,lr
1,0.10567381708712603,0.7031912337342272,0.6888888888888889,3.3333333333333335e-05
2,0.0378850895211564,0.8146425842862777,0.7777777777777778,6.666666666666667e-05
3,0.02079714527900041,0.8200675892152998,0.8444444444444444,0.0001
4,0.01790062206247547,0.6955358463130915,0.7444444444444445,9.997377845227576e-05
5,0.012332491218050844,0.5897097422121451,0.5444444444444444,9.989514131188559e-05
6,0.01143442421609874,0.5939178948146688,0.5444444444444444,9.97641710583307e-05
7,0.008404030123257984,0.7711655288840694,0.8888888888888888,9.958100506132127e-05
8,0.008433327183319341,0.8646783196963723,0.8888888888888888,9.934583543669453e-05
9,0.013485061620485794,0.8084289358241326,0.9444444444444444,9.905890884491195e-05
10,0.005265899161468741,0.7944813436514195,0.8888888888888888,9.872052623234632e-05
11,0.0030219621736478075,0.8431523560725552,0.8888888888888888,9.833104251563056e-05
12,0.0061298820226515826,0.8260240043375394,0.8333333333333333,9.789086620939936e-05
13,0.0063558866966848026,0.6845718528194007,0.6444444444444444,9.740045899781352e-05
14,0.0031284312411186807,0.6881407728706624,0.6444444444444444,9.686033525031719e-05
15,0.004628163924599868,0.833955108931388,0.8888888888888888,9.627106148213522e-05
16,0.006234758105255021,0.7835651000591483,0.7444444444444445,9.563325576007701e-05
17,0.005911054289150832,0.7994796801064669,0.8888888888888888,9.494758705426978e-05
18,0.0011462002001066524,0.7096929219242902,0.7444444444444445,9.421477453650118e-05
19,0.0010577277533879116,0.8498404229100947,0.8888888888888888,9.343558682590756e-05
20,0.007468577526888855,0.6282808803233438,0.5444444444444444,9.261084118279847e-05
21,0.00271690771054759,0.7634747141167193,0.7444444444444445,9.174140265146356e-05
22,0.0010493684007297605,0.7481454554416405,0.788888888888889,9.082818315286055e-05
23,5.19765017405514e-05,0.7974942083990536,0.8888888888888888,8.987214052813604e-05
24,2.3029296440422686e-06,0.787092431486593,0.8888888888888888,8.887427753398248e-05
25,1.397949162104886e-06,0.7854027011041009,0.8888888888888888,8.783564079088477e-05
26,1.0861768193247092e-06,0.7906228435528391,0.8888888888888888,8.675731968536002e-05
27,8.715067641910186e-07,0.790510400236593,0.8888888888888888,8.564044522734147e-05
28,7.261616178110531e-07,0.789421394420347,0.8888888888888888,8.448618886390522e-05
29,6.243883850979378e-07,0.7868675448541009,0.8888888888888888,8.329576125058406e-05
