epoch,train_loss,val_win_bal_acc,val_bal_acc,lr
1,0.1995019699251929,0.49157123224919835,0.5666666666666667,9.999999999999999e-05
2,0.17747037916682487,0.4950984883188273,0.5,0.00019999999999999998
3,0.1728077636208645,0.5003435639028859,0.5,0.0003
4,0.1507461248442184,0.5195373339441136,0.5,0.00029992133535682725
5,0.12305149075596832,0.5261337608795236,0.55,0.0002996854239356567
6,0.10480236745504445,0.5256069628950985,0.55,0.0002992925131749921
7,0.09059977557423503,0.5194915254237288,0.5,0.00029874301518396376
8,0.07416489468237689,0.514406779661017,0.5,0.00029803750631008356
9,0.06966674598150475,0.5067796610169492,0.5,0.0002971767265347358
10,0.0574841350143732,0.5110169491525424,0.5,0.0002961615786970389
11,0.04657219303122093,0.5084745762711864,0.5,0.0002949931275468917
12,0.04825366073353,0.5127118644067796,0.5,0.00029367259862819804
13,0.03637579059618157,0.5203389830508475,0.5,0.00029220137699344055
14,0.03542314718997236,0.5257672927164453,0.55,0.0002905810057509515
15,0.03313772864423172,0.5303481447549244,0.55,0.0002888131844464056
16,0.02807592932503064,0.5317224003664682,0.55,0.000286899767280231
17,0.02518976972503371,0.5317224003664682,0.55,0.00028484276116280926
18,0.026123625097991248,0.5325698579935868,0.55,0.00028264432360950353
19,0.024158806108455392,0.5328218048557032,0.55,0.00028030676047772265
20,0.023016235995550402,0.5246449839670179,0.55,0.0002778325235483954
21,0.022147983547603323,0.5339899221255153,0.55,0.00027522420795439065
