epoch,train_loss,val_loss,val_bal_acc,lr
1,0.17333231459964404,0.17366459965705872,0.5,0.0
2,0.17451468922875144,0.17359565943479538,0.4375,0.0006413526055732688
3,0.17258161712776532,0.17274995148181915,0.5,0.0020231049075626548
4,0.17725650830702347,0.1715238317847252,0.5,0.005
5,0.177037236365405,0.17143703252077103,0.5,0.005
6,0.17923726412382993,0.17527169361710548,0.5625,0.005
7,0.1717932644215497,0.17216582596302032,0.5,0.005
8,0.17071137509562753,0.17037398368120193,0.5625,0.005
9,0.1710251745852557,0.17013199254870415,0.5625,0.005
10,0.17389789494601163,0.17135676741600037,0.5625,0.005
11,0.16593328524719586,0.17185229435563087,0.5625,0.005
12,0.17510578307238492,0.17419500648975372,0.5625,0.005
13,0.16270398009907117,0.17116286233067513,0.4375,0.0025
14,0.16624872386455536,0.17184733971953392,0.4375,0.0025
15,0.16587526825341312,0.17198416590690613,0.4375,0.0025
16,0.1618465171618895,0.17351777106523514,0.4375,0.0025
17,0.163067871874029,0.17291206121444702,0.4375,0.0025
18,0.16500435905023056,0.176606435328722,0.4375,0.0025
19,0.15862116014415567,0.17475124076008797,0.5,0.00125
20,0.1603866693648425,0.17518075183033943,0.5,0.00125
21,0.15995326773686844,0.1776074543595314,0.4375,0.00125
22,0.1611580659042705,0.17670766077935696,0.5,0.00125
23,0.15615497529506683,0.1802288293838501,0.4375,0.00125
24,0.1584320975975557,0.17938896641135216,0.4375,0.00125
25,0.15806943042711777,0.179614569991827,0.4375,0.000625
