epoch,train_loss,val_win_bal_acc,val_bal_acc,lr
1,0.19159990615105327,0.5,0.5,3.3333333333333333e-06
2,0.17615698956990544,0.532516339869281,0.5,6.666666666666667e-06
3,0.17246874516146093,0.5918300653594771,0.5952380952380952,1e-05
4,0.16831544324567047,0.6081699346405229,0.6746031746031746,9.988834393115768e-06
5,0.16269517010903056,0.5823529411764705,0.5634920634920635,9.955387440773902e-06
6,0.15542696737035921,0.5258169934640523,0.4126984126984127,9.899808525182935e-06
7,0.14876438837639894,0.532843137254902,0.5079365079365079,9.822345875271884e-06
8,0.14187479594463034,0.5400326797385621,0.45238095238095233,9.723345458039595e-06
9,0.13580845390694052,0.532516339869281,0.5079365079365079,9.603249433382145e-06
10,0.12926734559520892,0.5367647058823529,0.5238095238095238,9.462594179299408e-06
11,0.1213532681989519,0.5187908496732025,0.5238095238095238,9.302007896300697e-06
12,0.11478207279232484,0.5428104575163399,0.5793650793650793,9.122207801708802e-06
13,0.10718940901039523,0.5462418300653594,0.5238095238095238,8.923996926393306e-06
14,0.10001562328278264,0.5398692810457517,0.5238095238095238,8.708260528239788e-06
15,0.09209791028612777,0.5302287581699346,0.5238095238095238,8.475962138373212e-06
16,0.0872555524346572,0.5274509803921569,0.5238095238095238,8.228139257794012e-06
17,0.07984341482950162,0.5465686274509803,0.5238095238095238,7.965898723646777e-06
18,0.07418870822161058,0.5475490196078432,0.5952380952380952,7.690411765816864e-06
19,0.06687833538538293,0.5532679738562092,0.5238095238095238,7.402908775933419e-06
20,0.062175893495920335,0.5519607843137255,0.5952380952380952,7.104673812141676e-06
