epoch,train_loss,val_loss,val_bal_acc,lr
1,1116.5042165120442,1402.1538391113281,0.5,0.0
2,756.2603912353516,960.272705078125,0.5,0.0006413526055732688
3,617.0764999389648,385.49999237060547,0.5,0.0020231049075626548
4,321.6859308878581,573.5769348144531,0.5,0.005
5,162.09759267171225,32.555646896362305,0.5,0.005
6,3362.9682761033378,1707.818115234375,0.5,0.005
7,506.8700815836589,970.9091796875,0.5,0.005
8,2724.732527693113,1084.3846282958984,0.5,0.005
9,1460.4903767903645,302.7692222595215,0.5,0.005
10,808.9082285563151,936.4615783691406,0.5,0.005
11,1150.6866455078125,915.8181762695312,0.5,0.0025
12,394.42798868815106,615.7644228935242,0.5,0.0025
13,491.643009185791,8.086464166641235,0.5333333333333333,0.0025
14,902.1147541999817,591.6922607421875,0.6,0.0025
15,296.230183283488,6389.622817993164,0.3,0.0025
16,3815.219447930654,5067.246770858765,0.4,0.0025
17,1773.1975835164387,84.59134674072266,0.6,0.0025
18,131.0394611358643,64.629807472229,0.5,0.0025
19,152.67586771647134,71.16836512088776,0.6,0.0025
20,106.11174011230469,8.498274564743042,0.5666666666666667,0.0025
21,143.73850305875143,25.980223178863525,0.5333333333333333,0.00125
22,284.60129747788113,31.107728958129883,0.5333333333333333,0.00125
23,231.5547383823432,31.031251907348633,0.7,0.00125
24,452.11170450846475,38.75473022499221,0.6,0.00125
25,139.43022179603577,20.84391164779663,0.43333333333333335,0.00125
26,94.59376517931621,1.4802367687225342,0.8333333333333333,0.00125
27,161.27007881800333,4.28693199157741,0.8333333333333333,0.00125
28,183.36854720115662,2.6464037145749444,0.6666666666666666,0.00125
29,50.274981618295165,27.609375,0.6,0.00125
30,59.42349404719649,33.07211685180664,0.6,0.00125
31,171.4292859247718,14.639421463012695,0.7,0.00125
32,98.31453198073207,3.057493297383189,0.6,0.00125
33,47.823922419299684,0.4798411428928375,0.6333333333333333,0.000625
34,19.44136836812307,1.4569788575172424,0.6333333333333333,0.000625
35,20.03912659486291,5.5933616906404495,0.5666666666666667,0.000625
36,36.96737304329872,0.44755627011181787,0.6666666666666666,0.000625
37,88.69121041273077,6.4403016269207,0.7333333333333334,0.000625
38,67.07232023050923,11.949897766113281,0.43333333333333335,0.000625
39,95.17563530802771,7.04580545425415,0.5333333333333333,0.0003125
40,64.12134973625628,8.933897078037262,0.5333333333333333,0.0003125
41,103.28841253460011,1.6163513660430908,0.6333333333333333,0.0003125
42,77.58631618817647,1.600346613675356,0.5333333333333333,0.0003125
43,53.79391230112819,0.5142104923725128,0.6333333333333333,0.0003125
