epoch,train_loss,val_loss,val_bal_acc,lr
1,709.5622990926107,764.3975028991699,0.25,0.0
2,631.7351732254028,375.08831787109375,0.5,0.0006413526055732688
3,960.8795115152994,1204.7523288726807,0.25,0.0020231049075626548
4,463.6536445617676,48.75,0.5,0.005
5,412.0552914937337,1333.1525115966797,0.25,0.005
6,477.233393351237,341.5240478515625,0.5,0.005
7,953.7872594197592,4707.818359375,0.5,0.005
8,2825.2313842773438,7179.6923828125,0.5,0.005
9,2826.1623026529946,3861.13720703125,0.5,0.005
10,597.0344254175822,40.69569206237793,0.625,0.005
11,2400.426556905111,5192.928801834583,0.375,0.005
12,2407.000107129415,629.0454711914062,0.5,0.005
13,207.9203298886617,1182.41103434674,0.5,0.005
14,676.2427113850912,700.8945656083524,0.5,0.005
15,260.16830348968506,803.0769653320312,0.5,0.005
16,842.1984303792318,609.7893791347742,0.5,0.005
17,62.78276379903158,79.29808044433594,0.75,0.0025
18,684.4519437154134,72.55980980396271,0.625,0.0025
19,1074.5876331329346,3139.88330078125,0.5,0.0025
20,1715.7787884871166,515.1311645507812,0.5,0.0025
21,233.98602294921875,217.01953125,0.5,0.0025
22,265.11571884155273,71.44558715820312,0.5,0.0025
23,83.24919001261513,173.10517412424088,0.375,0.0025
24,255.14501158396402,98.58093243837357,0.5,0.00125
25,27.15650376677513,7.371844053268433,0.375,0.00125
26,66.4956562295556,141.3078155517578,0.5,0.00125
27,142.5230318706543,44.46983367390931,0.5,0.00125
28,141.77467951520035,105.09638896584511,0.375,0.00125
29,18.901111523310345,164.40608248114586,0.375,0.00125
30,46.513096710046135,14.37109225988388,0.5,0.000625
31,257.3916136423747,294.7486572265625,0.5,0.000625
32,256.97909990946454,205.76020646095276,0.375,0.000625
33,34.52714776993915,31.641696453094482,0.375,0.000625
