epoch,train_loss,val_win_bal_acc,val_bal_acc,lr
1,0.1589644337508166,0.5027044847068299,0.4666666666666667,9.999999999999999e-06
2,0.1057518104039063,0.5056873141900562,0.4666666666666667,1.9999999999999998e-05
3,0.06546773496475593,0.5077443018283896,0.4666666666666667,3e-05
4,0.035648412840379944,0.4695044673349574,0.3666666666666667,2.9992133535682725e-05
5,0.02051567489054994,0.5181595290643273,0.4666666666666667,2.9968542393565674e-05
6,0.01513027380051681,0.46467785046765875,0.3666666666666667,2.992925131749921e-05
7,0.005059964117998933,0.44606823197766926,0.26666666666666666,2.9874301518396377e-05
8,0.0007821086642762336,0.4724103078374782,0.26666666666666666,2.980375063100836e-05
9,0.00022159682450755924,0.4794992162916579,0.3666666666666667,2.9717672653473588e-05
10,6.845252612726662e-05,0.47531614833999913,0.3666666666666667,2.961615786970389e-05
11,1.0194668859809931e-05,0.4708330207712322,0.26666666666666666,2.9499312754689168e-05
12,4.288912928599547e-06,0.464875258110493,0.26666666666666666,2.9367259862819805e-05
13,3.3882476890471693e-06,0.4670783274045238,0.26666666666666666,2.922013769934406e-05
14,2.823060764147277e-06,0.47213591121393855,0.3666666666666667,2.9058100575095156e-05
15,2.401083923138694e-06,0.4699071789263393,0.26666666666666666,2.8881318444640564e-05
16,2.10344007011423e-06,0.4711844063754772,0.3666666666666667,2.8689976728023103e-05
17,1.8207679663880307e-06,0.47401325789729276,0.26666666666666666,2.848427611628093e-05
18,1.5959683224498752e-06,0.4721102482203701,0.26666666666666666,2.8264432360950355e-05
19,1.3564979499129958e-06,0.4714588029990169,0.26666666666666666,2.803067604777227e-05
20,1.2006834999557578e-06,0.4721102482203701,0.26666666666666666,2.778325235483954e-05
21,1.0743039217845975e-06,0.470532961154124,0.26666666666666666,2.7522420795439067e-05
