epoch,train_loss,val_win_bal_acc,val_bal_acc,lr
1,0.8121200728954541,0.5145833333333333,0.5,3.3333333333333333e-06
2,0.3085093406265572,0.4979166666666667,0.4375,6.666666666666667e-06
3,0.25658951203767505,0.47395833333333337,0.375,1e-05
4,0.20957563802422513,0.4635416666666667,0.4375,9.988834393115768e-06
5,0.1724552129129214,0.4583333333333333,0.4375,9.955387440773902e-06
6,0.16240736915256887,0.45729166666666665,0.5,9.899808525182935e-06
7,0.1298171998578168,0.4510416666666667,0.375,9.822345875271884e-06
8,0.11155917126544944,0.453125,0.375,9.723345458039595e-06
9,0.10069613866692793,0.459375,0.5,9.603249433382145e-06
10,0.09415642614882913,0.4625,0.4375,9.462594179299408e-06
11,0.06132191399986383,0.46562500000000007,0.4375,9.302007896300697e-06
12,0.049087702992486784,0.46770833333333334,0.4375,9.122207801708802e-06
13,0.04550450583758195,0.4604166666666667,0.4375,8.923996926393306e-06
14,0.035749872115550155,0.46770833333333334,0.4375,8.708260528239788e-06
15,0.028964853436102406,0.45208333333333334,0.4375,8.475962138373212e-06
16,0.026190626076059844,0.46875,0.4375,8.228139257794012e-06
