epoch,train_loss,val_loss,val_bal_acc,lr
1,0.18879196296135584,0.18175644800066948,0.5,0.0
2,0.1896211157242457,0.16478604450821877,0.5625,0.0006413526055732688
3,0.22273354480663934,0.1746368743479252,0.5625,0.0020231049075626548
4,0.21035105983416238,0.19106554612517357,0.5625,0.005
5,0.19674557944138846,0.17059925198554993,0.5625,0.005
6,0.17915909426907697,0.16890089213848114,0.5,0.005
7,0.1780022531747818,0.1580977402627468,0.6875,0.005
8,0.16831662133336067,0.15755471214652061,0.75,0.005
9,0.16907431185245514,0.15530549734830856,0.625,0.005
10,0.17453032483657202,0.15572606399655342,0.6875,0.005
11,0.15976027896006903,0.15458089485764503,0.75,0.005
12,0.16236153865853944,0.1531394049525261,0.5625,0.005
13,0.17018250686426958,0.1633189432322979,0.5625,0.005
14,0.17509214828411737,0.1548014022409916,0.625,0.005
15,0.16505595669150352,0.15310119092464447,0.75,0.0025
16,0.1564645040780306,0.15422677248716354,0.5625,0.0025
17,0.155024038006862,0.15075824782252312,0.6875,0.0025
18,0.15286594505111376,0.1479337140917778,0.6875,0.0025
19,0.15345429256558418,0.15178196877241135,0.5625,0.0025
20,0.16956797676781812,0.15017342194914818,0.75,0.0025
21,0.17365053668618202,0.14953173324465752,0.8125,0.00125
22,0.16301234563191733,0.16100462526082993,0.5,0.00125
23,0.1544756330549717,0.14864721149206161,0.6875,0.00125
24,0.149702246611317,0.1468402035534382,0.6875,0.00125
25,0.14458705795307955,0.14627791941165924,0.6875,0.00125
26,0.14034914846221605,0.14887813106179237,0.625,0.00125
27,0.14636538798610368,0.14497318491339684,0.6875,0.00125
28,0.14226985101898512,0.1447475403547287,0.6875,0.000625
29,0.14259662851691246,0.14663764834403992,0.625,0.000625
30,0.14385024892787138,0.14250604063272476,0.6875,0.000625
31,0.1456207533677419,0.1500895768404007,0.5625,0.000625
32,0.1328041267891725,0.14207234978675842,0.6875,0.000625
33,0.1358340922743082,0.14286670461297035,0.6875,0.000625
34,0.14040718786418438,0.14512796327471733,0.625,0.0003125
35,0.1301460238173604,0.14991355314850807,0.625,0.0003125
36,0.13852602988481522,0.1501627415418625,0.625,0.0003125
