epoch,train_loss,val_win_bal_acc,val_bal_acc,lr
1,0.17238282497297197,0.5153639344262295,0.5,9.999999999999999e-06
2,0.15231952591230405,0.5256983606557377,0.6363636363636364,1.9999999999999998e-05
3,0.14079266361542195,0.4767868852459016,0.5,3e-05
4,0.13072401230167222,0.5017836065573771,0.5,2.99665031793473e-05
5,0.12246095459133187,0.49858360655737705,0.5,2.9866162322321703e-05
6,0.11220196014482703,0.48779672131147545,0.5,2.9699425575548802e-05
7,0.09558574497799745,0.5161901639344262,0.5,2.946703762581565e-05
8,0.08753051176267182,0.48799344262295086,0.5,2.917003637411878e-05
9,0.07763119524457311,0.496,0.5,2.880974830014643e-05
10,0.07492627147210125,0.5087934426229508,0.5,2.838778253789822e-05
11,0.07572479366056072,0.530583606557377,0.5,2.790602368890209e-05
12,0.061504494330076966,0.5605639344262295,0.5,2.7366623405126405e-05
13,0.06376910168402547,0.5329770491803278,0.5,2.6771990779179916e-05
14,0.052098953708906305,0.5475737704918032,0.5,2.6124781584719365e-05
15,0.0503267488386107,0.5103868852459017,0.5,2.5427886415119635e-05
16,0.04976290296888192,0.5627672131147541,0.5,2.4684417773382037e-05
17,0.03883239496093018,0.5509704918032787,0.5,2.3897696170940328e-05
