epoch,train_loss,val_win_bal_acc,val_bal_acc,lr
1,254.74108522700294,0.5,0.5,3.3333333333333333e-06
2,4.0134108525249665,0.5541666666666667,0.5,6.666666666666667e-06
3,4.9173100480691785,0.5125000000000001,0.5,1e-05
4,5.472823593790972,0.5083333333333333,0.5,9.988834393115768e-06
5,5.749419437703867,0.46875,0.5,9.955387440773902e-06
6,6.740206940361045,0.4791666666666667,0.5,9.899808525182935e-06
7,5.149746661197305,0.4833333333333333,0.5,9.822345875271884e-06
8,5.682683728755755,0.5020833333333333,0.5,9.723345458039595e-06
9,6.018669639230097,0.49375,0.5,9.603249433382145e-06
10,4.670599381000122,0.5,0.5,9.462594179299408e-06
11,5.480991827431614,0.5,0.375,9.302007896300697e-06
12,5.650647942455613,0.49583333333333335,0.5,9.122207801708802e-06
13,6.75687190406112,0.5020833333333333,0.625,8.923996926393306e-06
14,5.861130365206572,0.5104166666666666,0.5,8.708260528239788e-06
15,5.535426841282663,0.5166666666666666,0.5,8.475962138373212e-06
16,6.23939103216925,0.45416666666666666,0.5,8.228139257794012e-06
17,5.092776863215083,0.50625,0.5,7.965898723646777e-06
18,4.413827891483416,0.5041666666666667,0.5,7.690411765816864e-06
19,10.545381055388232,0.5104166666666666,0.5,7.402908775933419e-06
20,9.242872821995878,0.49583333333333335,0.5,7.104673812141676e-06
21,6.498931279904131,0.5,0.5,6.797038864187564e-06
22,4.614506283911935,0.45625,0.375,6.481377904428171e-06
23,5.357110818940848,0.4833333333333333,0.5,6.1591007513376425e-06
24,4.768125591963316,0.48125,0.5,5.831646772915651e-06
25,4.546514911796383,0.48125,0.5,5.500478458120493e-06
26,4.135424375059023,0.5020833333333333,0.5,5.1670748850383734e-06
27,5.419107939535902,0.5,0.5,4.832925114961629e-06
28,3.4684196405991212,0.5041666666666667,0.5,4.499521541879508e-06
29,3.6448956638574876,0.4791666666666667,0.5,4.1683532270843505e-06
