epoch,train_loss,train_acc,val_loss,val_win_bal_acc,val_rec_bal_acc,lr
1,0.17206262266109004,0.5516,0.12556489736869417,0.5,0.5,3.3333333333333333e-06
2,0.15454742958697165,0.6991,0.11502045264531827,0.6022246941045606,0.5,6.666666666666667e-06
3,0.14183395302427407,0.7352,0.11855249334897461,0.643159065628476,0.6666666666666666,1e-05
4,0.1372652169913877,0.7438,0.12975457843778462,0.6411790878754171,0.6666666666666666,9.988834393115768e-06
5,0.13295318375634885,0.7545,0.14213008610210542,0.6269410456062291,0.5,9.955387440773902e-06
6,0.13052489176310228,0.7623,0.13815556702621537,0.6456952169076752,0.6666666666666666,9.899808525182935e-06
7,0.12783847967399417,0.7695,0.17991075528271752,0.5586206896551724,0.5,9.822345875271884e-06
8,0.12339290297327779,0.7818,0.227413025363509,0.503448275862069,0.5,9.723345458039595e-06
9,0.1170690311582049,0.7928,0.24648940852233048,0.503448275862069,0.5,9.603249433382145e-06
10,0.11502465280544692,0.7982,0.2543146640126561,0.5,0.5,9.462594179299408e-06
11,0.11055159103639876,0.8127,0.2589016767491683,0.5,0.5,9.302007896300697e-06
12,0.10852347024155586,0.8123,0.26981973872070425,0.5,0.5,9.122207801708802e-06
13,0.10402237975877293,0.8158,0.2524038803330141,0.5,0.5,8.923996926393306e-06
14,0.10384253632709466,0.8191,0.2665599656676681,0.5,0.5,8.708260528239788e-06
15,0.10020414960071526,0.8225,0.25899558142630447,0.5,0.5,8.475962138373212e-06
16,0.09278580227362516,0.8349,0.22516635678515867,0.5,0.5,8.228139257794012e-06
17,0.08909884597385787,0.8422,0.25351362359902724,0.5,0.5,7.965898723646777e-06
18,0.08626365101798464,0.8481,0.2088993990368306,0.5,0.5,7.690411765816864e-06
19,0.08495115280892308,0.8507,0.25799279663398667,0.5,0.5,7.402908775933419e-06
