epoch,train_loss,val_loss,val_bal_acc,lr
1,0.21132498865740168,0.204495911176006,0.5,0.0
2,0.19550759873042503,0.17292486658940712,0.513888888888889,0.0006413526055732688
3,0.18531505008124644,0.18644058021406332,0.5,0.0020231049075626548
4,0.18749371491786507,0.17441980416576067,0.5,0.005
5,0.1754263111183213,0.17353203520178795,0.5,0.005
6,0.1769030061033037,0.17518293981750807,0.5,0.005
7,0.17724065058347252,0.1730477986857295,0.5,0.005
8,0.17564569972455502,0.17271303137143454,0.5486111111111112,0.005
9,0.17510340900884735,0.1729572837551435,0.5,0.005
10,0.1782146699519621,0.1737576723098755,0.5,0.005
11,0.1735793183454209,0.17257271831234297,0.5069444444444444,0.005
12,0.17314093642764622,0.1726567099491755,0.5,0.005
13,0.17604646469569868,0.17365486174821854,0.5,0.005
14,0.17365285412718853,0.1761868568137288,0.5,0.005
15,0.17279531516962582,0.1724364353964726,0.5763888888888888,0.0025
16,0.17262525308049387,0.17289086555441222,0.5,0.0025
17,0.17307542492118147,0.17414030277480683,0.5208333333333334,0.0025
18,0.173199439731737,0.17317549077173075,0.5,0.0025
19,0.17195576149970293,0.1721084238961339,0.5972222222222222,0.0025
20,0.17002248112112284,0.17925321714331707,0.5,0.0025
21,0.17209740014125904,0.17182615182052055,0.5347222222222222,0.0025
22,0.16930571519252327,0.17137049728383622,0.5902777777777777,0.0025
23,0.1679314205216037,0.1710619113097588,0.5763888888888888,0.0025
24,0.16880579582519,0.17298724657545486,0.5208333333333334,0.0025
25,0.16798971945212948,0.17234402863929668,0.5277777777777778,0.0025
26,0.16632848429597086,0.17100568922857443,0.548611111111111,0.00125
27,0.16510552757730088,0.17172662851711115,0.5416666666666666,0.00125
28,0.16095031456400952,0.18181813694536686,0.5,0.00125
29,0.16872304595179027,0.1709163219978412,0.548611111111111,0.00125
30,0.16645829234686163,0.1710445455585917,0.5694444444444444,0.00125
31,0.16397806432925993,0.17232004770388207,0.5208333333333334,0.00125
32,0.16255072969943285,0.17024102403471866,0.6111111111111112,0.000625
33,0.15932491142302752,0.17138042176763216,0.5069444444444444,0.000625
34,0.15861134820928177,0.170012422837317,0.5486111111111112,0.000625
35,0.16251905314210388,0.17963793128728867,0.513888888888889,0.000625
36,0.16130247329258257,0.1705863100166122,0.5069444444444444,0.000625
37,0.1578497136425641,0.17260763763139644,0.5069444444444444,0.000625
38,0.15797835495322943,0.17277255343894163,0.5069444444444444,0.000625
