epoch,train_loss,val_loss,val_bal_acc,lr
1,0.17593214271673516,0.0,0.4,3.3333333333333333e-06
2,0.16046988319105177,0.0,0.3625,6.666666666666667e-06
3,0.1378043783244802,0.0,0.425,1e-05
4,0.11134101368894625,0.0,0.425,9.988834393115768e-06
5,0.08689778539078746,0.0,0.425,9.955387440773902e-06
6,0.06638732369043934,0.0,0.425,9.899808525182935e-06
7,0.0504304044578799,0.0,0.225,9.822345875271884e-06
8,0.03837253362755871,0.0,0.425,9.723345458039595e-06
9,0.028776029229108522,0.0,0.325,9.603249433382145e-06
10,0.023210843247755325,0.0,0.225,9.462594179299408e-06
11,0.016925240834984947,0.0,0.325,9.302007896300697e-06
12,0.013526530404672471,0.0,0.225,9.122207801708802e-06
13,0.010785866394379543,0.0,0.3625,8.923996926393306e-06
14,0.00805681615088926,0.0,0.3625,8.708260528239788e-06
15,0.005588007992700661,0.0,0.2625,8.475962138373212e-06
16,0.0038785336918367853,0.0,0.3625,8.228139257794012e-06
17,0.003256673278304501,0.0,0.225,7.965898723646777e-06
18,0.001552894759548345,0.0,0.325,7.690411765816864e-06
19,0.000982298759173947,0.0,0.325,7.402908775933419e-06
20,0.00039827378136963386,0.0,0.325,7.104673812141676e-06
