epoch,train_loss,val_loss,val_bal_acc,lr
1,0.17739029228687286,0.0,0.4375,3.3333333333333333e-06
2,0.14494920436335706,0.0,0.375,6.666666666666667e-06
3,0.11358557684325624,0.0,0.375,1e-05
4,0.07803158492021177,0.0,0.35096153846153844,9.988834393115768e-06
5,0.051854996310397125,0.0,0.35096153846153844,9.955387440773902e-06
6,0.03924555054748024,0.0,0.35096153846153844,9.899808525182935e-06
7,0.028921596117146398,0.0,0.41346153846153844,9.822345875271884e-06
8,0.02199969764654364,0.0,0.3894230769230769,9.723345458039595e-06
9,0.017344227449395747,0.0,0.3894230769230769,9.603249433382145e-06
10,0.014598389061491659,0.0,0.3894230769230769,9.462594179299408e-06
11,0.01378055892255152,0.0,0.3894230769230769,9.302007896300697e-06
12,0.0102158336648945,0.0,0.4278846153846154,9.122207801708802e-06
13,0.008573353896218609,0.0,0.5048076923076923,8.923996926393306e-06
14,0.006781381695340127,0.0,0.5528846153846154,8.708260528239788e-06
15,0.0051818542895949345,0.0,0.5528846153846154,8.475962138373212e-06
16,0.003289235999514419,0.0,0.4278846153846154,8.228139257794012e-06
17,0.002644856763693277,0.0,0.5048076923076923,7.965898723646777e-06
18,0.0019358675908733858,0.0,0.5913461538461539,7.690411765816864e-06
19,0.0008656664684888805,0.0,0.5048076923076923,7.402908775933419e-06
20,0.0004390442621836977,0.0,0.5528846153846154,7.104673812141676e-06
21,0.00016631870989683727,0.0,0.5048076923076923,6.797038864187564e-06
22,4.0358951145176904e-05,0.0,0.5144230769230769,6.481377904428171e-06
23,3.0429261456426513e-05,0.0,0.5913461538461539,6.1591007513376425e-06
24,1.4429940204630338e-05,0.0,0.5528846153846154,5.831646772915651e-06
25,1.1145754133499343e-05,0.0,0.5528846153846154,5.500478458120493e-06
26,8.992771792963004e-06,0.0,0.5528846153846154,5.1670748850383734e-06
27,8.327326614646113e-06,0.0,0.5528846153846154,4.832925114961629e-06
28,6.957083359202965e-06,0.0,0.5528846153846154,4.499521541879508e-06
29,6.44063898865473e-06,0.0,0.5528846153846154,4.1683532270843505e-06
30,6.083168590646829e-06,0.0,0.5528846153846154,3.840899248662358e-06
31,5.355761723176224e-06,0.0,0.5528846153846154,3.518622095571831e-06
32,5.0908714409411785e-06,0.0,0.5528846153846154,3.202961135812437e-06
33,4.748335956050476e-06,0.0,0.5528846153846154,2.8953261878583263e-06
34,4.402340589971071e-06,0.0,0.5528846153846154,2.5970912240665815e-06
35,4.185386472627947e-06,0.0,0.5528846153846154,2.309588234183137e-06
36,3.994778277653192e-06,0.0,0.5528846153846154,2.0341012763532243e-06
37,3.725189436675558e-06,0.0,0.5528846153846154,1.771860742205988e-06
38,3.60675272236483e-06,0.0,0.5528846153846154,1.5240378616267887e-06
39,3.5313684490533e-06,0.0,0.5528846153846154,1.2917394717602123e-06
40,3.4508927139812703e-06,0.0,0.5528846153846154,1.0760030736066952e-06
