epoch,train_loss,val_loss,val_bal_acc,lr
1,0.17404988925490114,0.17390124034136534,0.5,0.0
2,0.17567168000257677,0.1735638752579689,0.5,0.0006413526055732688
3,0.17397625361465746,0.1733556299780806,0.5,0.0020231049075626548
4,0.17731587630179194,0.17326623822251955,0.4930555555555556,0.005
5,0.1754613337624404,0.17710041999816895,0.5,0.005
6,0.1772996365196175,0.1733473070586721,0.5,0.005
7,0.17539309741308293,0.17321235003570715,0.5,0.005
8,0.1740893538420399,0.17456310304502645,0.5,0.005
9,0.18185314236001837,0.17339018794397512,0.4930555555555556,0.005
10,0.17612329384105074,0.17324151626477638,0.5,0.005
11,0.1749268380097217,0.17337822448462248,0.5,0.005
12,0.1744848827107085,0.17366467602550983,0.5,0.0025
13,0.17508841999289063,0.17381258370975652,0.5,0.0025
14,0.17462135872079265,0.17372416394452253,0.5,0.0025
15,0.17276741719494262,0.17312790639698505,0.4791666666666667,0.0025
16,0.17276690703713232,0.17450352696081003,0.5,0.0025
