epoch,train_loss,train_acc,val_loss,val_win_bal_acc,val_rec_bal_acc,lr
1,0.3469998768052539,0.5959,0.3172216173261404,0.5889722254775578,0.7211538461538461,9.999999999999999e-06
2,0.1105811859204157,0.8252,0.31130017520627007,0.5882339153873198,0.5576923076923077,1.9999999999999998e-05
3,0.018360905372459012,0.9747,0.34944060988664205,0.6335286534630259,0.5480769230769231,3e-05
4,0.003363314925306096,0.9949,0.5578998178149703,0.6220907066682293,0.5865384615384616,2.99665031793473e-05
5,0.0002604508475977164,1.0,0.5766187019731142,0.6006562756357671,0.625,2.9866162322321703e-05
6,1.7581399854530115e-05,1.0,0.5789488515249246,0.6059181999296848,0.625,2.9699425575548802e-05
7,5.609003149270147e-06,1.0,0.5743095506463103,0.6162662604007969,0.5865384615384616,2.946703762581565e-05
8,4.376288390747848e-06,1.0,0.5801233592064623,0.6162662604007969,0.5865384615384616,2.917003637411878e-05
9,3.5607674242428217e-06,1.0,0.5831673961322748,0.6162662604007969,0.5865384615384616,2.880974830014643e-05
10,3.022178004117124e-06,1.0,0.5864013005280833,0.6162662604007969,0.5865384615384616,2.838778253789822e-05
11,2.5606780384750153e-06,1.0,0.588115467869561,0.6149185515059182,0.5865384615384616,2.790602368890209e-05
12,2.2902672484029743e-06,1.0,0.5934993594513127,0.6162662604007969,0.625,2.7366623405126405e-05
13,2.0144471238490888e-06,1.0,0.597764169434754,0.6149185515059182,0.5865384615384616,2.6771990779179916e-05
14,1.8305076710628082e-06,1.0,0.5983552635166551,0.6206140864877534,0.5865384615384616,2.6124781584719365e-05
15,1.62409047238971e-06,1.0,0.6017677593820066,0.6192663775928747,0.5865384615384616,2.5427886415119635e-05
16,1.5201757653043128e-06,1.0,0.6033493554049664,0.6192663775928747,0.5865384615384616,2.4684417773382037e-05
