epoch,train_loss,val_loss,val_bal_acc,lr
1,0.169947935776277,0.17276816442608833,0.5,0.0
2,0.16834401271559976,0.17509875819087029,0.5,0.0006413526055732688
3,0.19613686949014664,0.224071953445673,0.5,0.0020231049075626548
4,0.23159013282168994,0.18565551191568375,0.5,0.005
5,0.1732675169001926,0.1713160127401352,0.5625,0.005
6,0.17562665722586893,0.17023994401097298,0.5,0.005
7,0.17303652248599313,0.1697499006986618,0.625,0.005
8,0.17747715386477383,0.18033559247851372,0.5,0.005
9,0.1729802672158588,0.1979636251926422,0.5,0.005
10,0.19017667932943863,0.18073666095733643,0.5,0.005
11,0.17819701270623642,0.17529628053307533,0.5,0.005
12,0.18334417045116425,0.1745983548462391,0.5,0.005
13,0.17340628667311234,0.1719656102359295,0.5625,0.005
14,0.16870197653770447,0.16932424157857895,0.5625,0.0025
15,0.16597296297550201,0.1675642430782318,0.5625,0.0025
16,0.16626243835145776,0.1674269214272499,0.625,0.0025
17,0.16688695685430008,0.16927777603268623,0.5,0.0025
18,0.16585468026724728,0.16547788307070732,0.6875,0.0025
19,0.16274839639663696,0.16927066072821617,0.5625,0.0025
20,0.17320110242475162,0.16856789961457253,0.5,0.0025
21,0.16945099695162338,0.17053138092160225,0.5625,0.0025
22,0.1617807759480043,0.16986721754074097,0.625,0.0025
23,0.16853885284878992,0.16821664944291115,0.625,0.0025
24,0.1662190556526184,0.16750077158212662,0.5,0.0025
25,0.15802923251282086,0.1682213358581066,0.5625,0.00125
26,0.16081427850506522,0.16995340213179588,0.5625,0.00125
27,0.1566745489835739,0.16923845559358597,0.5625,0.00125
28,0.15759797936136072,0.17009020037949085,0.5,0.00125
29,0.14815265414389697,0.16849244013428688,0.5625,0.00125
30,0.15628326345573773,0.17148782685399055,0.5625,0.00125
31,0.14919693632559342,0.17024317011237144,0.625,0.000625
32,0.14762370085174387,0.17032141983509064,0.625,0.000625
33,0.15064274384216828,0.16948899440467358,0.5625,0.000625
