epoch,train_loss,train_acc,val_loss,val_win_bal_acc,val_rec_bal_acc,lr
1,0.6964869333965944,0.5376,0.6654111455988001,0.633340974337143,0.9166666666666667,3.3333333333333333e-06
2,0.659351103376634,0.6281,0.6530058262524782,0.6307102858826996,0.6666666666666667,6.666666666666667e-06
3,0.5696127268642482,0.7056,0.6703721737420117,0.59847070766611,0.6666666666666667,1e-05
4,0.4976947233818545,0.7546,0.6132179940188373,0.6725338660204561,0.6666666666666667,9.988834393115768e-06
5,0.44795022794220707,0.7851,0.6635107039301483,0.6440602111100195,0.6666666666666667,9.955387440773902e-06
6,0.40211711927215654,0.8123,0.628760382257126,0.6743049415463209,0.6666666666666667,9.899808525182935e-06
7,0.3522973606492033,0.8391,0.6308784527635133,0.6890056870899783,0.6666666666666667,9.822345875271884e-06
8,0.3074229934280462,0.8637,0.6828512493520975,0.6933064806628025,0.6666666666666667,9.723345458039595e-06
9,0.2687778101109042,0.8869,0.7024364612858605,0.6943598476165527,0.6666666666666667,9.603249433382145e-06
10,0.22909894762652935,0.8998,0.7391094196311854,0.696963246771676,0.6666666666666667,9.462594179299408e-06
11,0.1921725485215683,0.9223,0.8163113626478998,0.6970123675104518,0.6666666666666667,9.302007896300697e-06
12,0.16908150494541271,0.9327,0.744515625828946,0.6912133914049623,0.6666666666666667,9.122207801708802e-06
13,0.14038453475194107,0.9468,1.1262642476811178,0.6853598367008329,0.75,8.923996926393306e-06
14,0.11682710686864534,0.9568,1.1655464756681964,0.6791624368252721,0.75,8.708260528239788e-06
15,0.09861771313077079,0.9649,1.3251309525566521,0.6866860966477825,0.75,8.475962138373212e-06
16,0.07821340807068097,0.9729,1.406880718724871,0.6952140026852671,0.75,8.228139257794012e-06
17,0.0663504865652153,0.9785,1.3706774937670194,0.6941360753621291,0.75,7.965898723646777e-06
18,0.05231700862969945,0.9825,1.6025663456983037,0.6882606892185437,0.75,7.690411765816864e-06
19,0.03995380642948359,0.9876,1.6339499689336796,0.6929708222811671,0.75,7.402908775933419e-06
20,0.03127173773626253,0.9896,1.5838540881587606,0.6960081212954776,0.75,7.104673812141676e-06
21,0.02600449542480401,0.9923,1.9096698875951847,0.7069647749724378,0.75,6.797038864187564e-06
22,0.019999385059299407,0.9927,1.9588903788562337,0.7029614347622011,0.75,6.481377904428171e-06
23,0.015231648959766378,0.995,2.1692015756769387,0.6964911418934407,0.75,6.1591007513376425e-06
24,0.0103321465665629,0.9963,2.22406680634352,0.7032588881247885,0.75,5.831646772915651e-06
25,0.008426475940777351,0.9975,2.375745267891573,0.696330135027453,0.75,5.500478458120493e-06
26,0.006327960881937524,0.998,2.157022422390448,0.7093334861534095,0.6666666666666667,5.1670748850383734e-06
27,0.0045578434909666525,0.9989,2.6549367656895844,0.7042876947091506,0.75,4.832925114961629e-06
28,0.0040768258591510455,0.9991,2.6429789813542746,0.7030978812588008,0.75,4.499521541879508e-06
29,0.0026199996319870604,0.9994,2.7277626921256712,0.6973589416118151,0.75,4.1683532270843505e-06
30,0.003134825599160406,0.9994,2.7110477547867724,0.6980902948335899,0.75,3.840899248662358e-06
31,0.0019401227008043267,0.9995,2.808089100689964,0.7022055211710385,0.75,3.518622095571831e-06
32,0.001520806605991437,0.9995,2.9081835867717154,0.6955987818056784,0.75,3.202961135812437e-06
33,0.0013222470301440296,0.9997,2.827764864301537,0.7058868476492998,0.75,2.8953261878583263e-06
34,0.0007308120045966254,0.9997,2.922907657216456,0.7028004278962133,0.75,2.5970912240665815e-06
35,0.000534283149595422,0.9998,2.961365713227375,0.6976563949744026,0.75,2.309588234183137e-06
36,0.00015003907512238745,1.0,2.9656368932288655,0.6994165547805394,0.75,2.0341012763532243e-06
37,0.00020213381572596132,0.9998,2.94362390755847,0.6998504546397266,0.75,1.771860742205988e-06
38,4.61163840217262e-05,1.0,3.0069691294134424,0.7004453613649015,0.75,1.5240378616267887e-06
39,4.2945938854371535e-05,1.0,3.0730260150133257,0.6969250417526279,0.75,1.2917394717602123e-06
40,2.7165848272903026e-05,1.0,3.0674683663724798,0.6992801082839397,0.75,1.0760030736066952e-06
41,1.5750740712433927e-05,1.0,3.0175248087121975,0.6976563949744026,0.75,8.777921982911996e-07
42,2.023895452039862e-05,1.0,3.0709013022233025,0.6986852015587648,0.75,6.979921036993042e-07
43,1.3780385803095282e-05,1.0,3.0397231422896733,0.7038292344805754,0.75,5.374058207005945e-07
44,1.4117015073472683e-05,1.0,3.0741891786861846,0.7041266878431629,0.75,3.9675056661785563e-07
45,1.4551651222766193e-05,1.0,3.042018236302098,0.7028004278962133,0.75,2.7665454196040665e-07
46,1.2874840840955622e-05,1.0,3.0629239439869065,0.7030978812588008,0.75,1.776541247281177e-07
47,1.2541402922201231e-05,1.0,3.0774501599641586,0.6994165547805394,0.75,1.0019147481706626e-07
48,1.2294044667538797e-05,1.0,3.0527088314099644,0.6986852015587648,0.75,1.0000000000000001e-07
49,1.186962494652071e-05,1.0,3.0734866067130633,0.7017716213118512,0.75,1.0000000000000001e-07
50,1.2128253544715066e-05,1.0,3.0690412702152505,0.7010402680900765,0.75,1.0000000000000001e-07
