epoch,train_loss,val_loss,val_bal_acc,lr
1,0.17794221391280493,0.17601770535111427,0.5,0.0
2,0.1735033504664898,0.17180154472589493,0.5625,0.0006413526055732688
3,0.17366980264584223,0.17181584239006042,0.5,0.0020231049075626548
4,0.17801844080289206,0.17372491210699081,0.5,0.005
5,0.1716753989458084,0.17106623202562332,0.5,0.005
6,0.17516201610366502,0.1709211841225624,0.6875,0.005
7,0.17378297944863638,0.1712876744568348,0.5,0.005
8,0.1745049705108007,0.17079085856676102,0.5,0.005
9,0.17388235901792845,0.171838641166687,0.5,0.005
10,0.17586279784639677,0.1713569611310959,0.625,0.005
11,0.17229387536644936,0.1714615896344185,0.625,0.005
12,0.1780717819929123,0.17137541994452477,0.5625,0.005
13,0.1707649938762188,0.17309518158435822,0.5,0.0025
14,0.17228868107000986,0.17345064878463745,0.5,0.0025
15,0.17138797665635744,0.1733505316078663,0.5,0.0025
16,0.17014339193701744,0.171239722520113,0.4375,0.0025
17,0.17023499061663946,0.17122526839375496,0.5625,0.0025
18,0.1716372991601626,0.1735314503312111,0.5,0.0025
19,0.16820553069313368,0.1723802350461483,0.625,0.00125
20,0.17032458012302717,0.1716388426721096,0.5,0.00125
21,0.1699520150820414,0.17170632630586624,0.5625,0.00125
22,0.1716735983888308,0.1719251275062561,0.625,0.00125
23,0.17053552716970444,0.17525169998407364,0.5,0.00125
24,0.1717961865166823,0.17192737385630608,0.625,0.00125
25,0.17033680776755014,0.17276588082313538,0.5625,0.000625
26,0.17049505189061165,0.17280858755111694,0.625,0.000625
27,0.16856209685405096,0.17218241840600967,0.625,0.000625
