epoch,train_loss,val_win_bal_acc,val_bal_acc,lr
1,0.17752407117528313,0.5023148148148148,0.5,3.3333333333333333e-06
2,0.1885024466390871,0.5023148148148148,0.5,6.666666666666667e-06
3,0.18633353222092544,0.4984567901234568,0.5,1e-05
4,0.19050633807287173,0.5,0.5,9.988834393115768e-06
5,0.1964384512372177,0.5169753086419753,0.5,9.955387440773902e-06
6,0.1913639464829531,0.5069444444444444,0.5,9.899808525182935e-06
7,0.19286843853353028,0.5308641975308642,0.5,9.822345875271884e-06
8,0.18451721207554925,0.513888888888889,0.5,9.723345458039595e-06
9,0.1907732181213681,0.5401234567901234,0.5,9.603249433382145e-06
10,0.1772063889538576,0.5447530864197531,0.5,9.462594179299408e-06
11,0.15752822124430862,0.5254629629629629,0.5,9.302007896300697e-06
12,0.17366427894129077,0.5316358024691358,0.5069444444444444,9.122207801708802e-06
13,0.14997191588082825,0.5254629629629629,0.5,8.923996926393306e-06
14,0.16634067489852628,0.5324074074074074,0.5,8.708260528239788e-06
15,0.16354185696296936,0.5300925925925926,0.4930555555555556,8.475962138373212e-06
16,0.151689402279662,0.5100308641975309,0.5,8.228139257794012e-06
17,0.13832997644716008,0.5138888888888888,0.5,7.965898723646777e-06
18,0.1322726659824085,0.5123456790123456,0.5,7.690411765816864e-06
19,0.09680115489464504,0.533179012345679,0.4861111111111111,7.402908775933419e-06
20,0.07482914425778968,0.5200617283950617,0.4861111111111111,7.104673812141676e-06
21,0.06791692045358862,0.5378086419753086,0.5069444444444444,6.797038864187564e-06
22,0.057562667340864786,0.525462962962963,0.513888888888889,6.481377904428171e-06
23,0.03273553635022288,0.5501543209876544,0.5347222222222222,6.1591007513376425e-06
24,0.03068634896886545,0.5316358024691358,0.513888888888889,5.831646772915651e-06
25,0.015451677479398265,0.5123456790123457,0.513888888888889,5.500478458120493e-06
26,0.011675522522835328,0.533179012345679,0.5,5.1670748850383734e-06
27,0.009377815026322952,0.5362654320987654,0.5277777777777778,4.832925114961629e-06
28,0.009479242626720143,0.5277777777777778,0.513888888888889,4.499521541879508e-06
29,0.004897577955961526,0.525462962962963,0.4930555555555556,4.1683532270843505e-06
30,0.00365063861500944,0.5277777777777778,0.513888888888889,3.840899248662358e-06
31,0.0017668923681012378,0.5162037037037037,0.513888888888889,3.518622095571831e-06
32,0.0020727019956002456,0.529320987654321,0.4930555555555555,3.202961135812437e-06
33,0.0005425659316199323,0.5378086419753086,0.5208333333333334,2.8953261878583263e-06
34,0.00023107278884482738,0.5316358024691358,0.5069444444444444,2.5970912240665815e-06
35,0.00015450294681819692,0.5208333333333334,0.4930555555555556,2.309588234183137e-06
36,1.2947753248319635e-06,0.5200617283950617,0.4930555555555556,2.0341012763532243e-06
37,3.29269549596268e-06,0.5177469135802469,0.513888888888889,1.771860742205988e-06
38,2.7160829907322574e-07,0.5185185185185185,0.4930555555555556,1.5240378616267887e-06
39,5.0987115987645e-07,0.5246913580246914,0.513888888888889,1.2917394717602123e-06
