epoch,train_loss,val_loss,val_bal_acc,lr
1,0.20798235138257345,0.25588930770754814,0.5,0.0
2,0.21669752399126688,0.1533564180135727,0.5,0.0006413526055732688
3,0.18030709028244019,0.13299259915947914,0.875,0.0020231049075626548
4,0.2128428320089976,0.10209132358431816,0.875,0.005
5,0.20471120377381644,0.10676678270101547,1.0,0.005
6,0.17917484417557716,0.16083069518208504,0.625,0.005
7,0.16613638401031494,0.12270709872245789,0.625,0.005
8,0.1624205857515335,0.1305701993405819,0.875,0.005
9,0.16117742285132408,0.12130624428391457,0.875,0.005
10,0.15417256454626718,0.11348414048552513,0.875,0.005
11,0.1633214664955934,0.12073962390422821,0.875,0.005
12,0.15781976282596588,0.11630605161190033,0.875,0.0025
13,0.143167811135451,0.10970858857035637,0.875,0.0025
14,0.1555443530281385,0.11420922353863716,0.875,0.0025
15,0.15530637527505556,0.10774801671504974,0.875,0.0025
16,0.1545695960521698,0.11147670447826385,0.875,0.0025
17,0.1581105093161265,0.11371441558003426,0.875,0.0025
18,0.1535765752196312,0.11190597712993622,0.875,0.00125
19,0.15432987858851752,0.11155133694410324,0.875,0.00125
20,0.15318321684996286,0.11542148888111115,0.875,0.00125
